PRODUCTNAME,ISSTOPPED,RE06 # Transaction,RE01 # items_sold,Total Stock on hand
Bo Gan Tieu Doc Nhat Nhat (2Vi x 10Vien),0,2,40,0
Bobby Fresh New Born 1 56M,0,2,2,0
Bobby Fresh Ta Quan XL18,0,2,2,0
Bonihappy,1,2,2,0
Ca Gai Leo 60vien - Tue Linh,0,2,3,0
Calcium Vitamin D (chai) - Stada,0,2,2,1
Captopril 25mg - DMC,0,2,200,0
Cebraton (H/10vien),1,2,1,0
Cetaphil Baby Sua Tam Goi Toan Than 2in1 Dang Sua 230ml,0,2,2,0
CG210 Men 80ml B/1,0,2,2,1
Ciloxan Drop 0.3% 5ml,0,2,2,
Colgate BCDR 360 Deep Clean,1,2,3,0
Comozel Cream,0,2,2,0
Complete Easy Rub DD Rua Kinh Ap Trong 360ml,0,2,2,3
Complete Easy Rub DD Rua Kinh Ap Trong 360ml - đã đổi sang m,1,2,2,0
Complete Easy Rub DD Rua Kinh Ap Trong 60ml,1,2,2,
Con BSI 2%,0,2,2,0
CONS  Chewies Multivitamin Plus Lysine (Hop/60 vien),0,2,2,4
CONS Adiva Collagen Viên (70v/lọ),0,2,2,2
CONS Bidanmi Mat Na Duong Da Rose Moisture 25g,0,2,2,28
CONS Blissful Life Sheep Placenta 30.000mg (Hop/60 vien),0,2,2,1
CONS Canpol Babies BCDR Mat Xa Nuou Co Hop Dung,0,2,2,1
CONS Canpol Babies BCDR Silicone Co Tam Chan,0,2,2,3
CONS Chewies Fruity Flavoured Multivitamin (Hop/30 vien),0,2,2,2
CONS Chewies Multivitamin With Taurine (Hop/60 vien),0,2,2,3
CONS Cushion Gel Dem Long Ban Chan (Hop/2M),0,2,2,3
CONS Ebisu BCDR Shinkansen Rubber Handle Over 3Age,0,2,2,4
CONS Finest Yen Collagen 100ml,0,2,3,5
CONS Glucosamine/MSM complex with Collagen Type II (Multrium,1,2,2,0
CONS Hydrolyzed Collagen 3000mg,0,2,2,0
CONS Natural Lady BVS Sieu Mong Ban Ngay  - Nhieu Bac Ha 24c,0,2,2,4
CONS Natural Lady BVS Sieu Mong HN 16cm,0,2,3,4
CONS Ostigold 750mg DHG (Hop/1 chai/100 vien),0,2,2,2
CONS Pedia Cal (Hop/30 vien),0,2,2,2
CONS Pharmekal Gouta V (Hop/60 vien),0,2,2,2
CONS Prenatal & Iron with added DHA & Folic Acid (Multrium),1,2,2,0
CONS Puresmile Mat Na Rua Sach Yogrip CX Nha Dam& KiWi 50g,0,2,2,10
CONS Puresmile Mieng Duong Da Tung Vung Chiet Xuat Tu Chanh,0,2,3,22
CONS SHINETREE Gel Duong Mat & Sang Da CX Tu Dua  12ml,0,2,2,38
CONS SHINETREE Mat Na Dinh Duong & Duong Am TC Aqua 25ml,0,2,2,14
CONS SHINETREE Mat Na Dinh Duong & Duong Am TC Nha Dam  25ml,0,2,2,14
CONS SHINETREE Mat Na Dinh Duong & Duong Am TC Oc Sen 25ml,0,2,2,14
CONS SINOMARIN Earcare Adults 30ml,1,2,2,0
CONS Toshiba Pin High Power 2A LR6GCH BP-2 SS 2 vien/vi,0,2,0,12
CONS Vitraplus Bee Propolis (Chai 30ml),0,2,2,1
Cream-O Banh Quy kem Sữa 85g*24cay/thung,0,2,2,
Crila,0,2,6,0
"Curam Quick Tabs 1,000mg",1,2,14,0
Curam Quick Tabs 625mg,1,2,14,0
Dabo KCN & Lot Nen Trang Diem 70ml,0,2,2,4
Dabo Xit Khoang Duong Da Dabo,0,2,2,7
Dai trang Bao Nguyen,0,2,2,3
Dai Trang NHAT NHAT(H/20vien),0,2,2,2
Daivonex Ointment 30g,0,2,2,
Dau dan toc 3ml,1,2,2,
Dau Gio Axe Brand Red 35ml,0,2,2,1
Dau Khuynh Diep 30ml - Pharmedic,0,2,2,0
Daygra 100mg (Hop/4Vien),0,2,8,0
Decocort Cream,0,2,2,0
Deep Heat Rub Plus,0,2,2,0
Dermal Mat Na TC Collagen -Dua Leo,1,2,3,0
Diana  BVS Hang Ngay Huong Hoa Mat Luoi 8M,1,2,3,0
Difelene 50mg (Hop 10 vien),0,2,10,0
Differin Gel 0.1% 30g,1,2,2,
Diltiazem 60mg - Stada,0,2,30,0
Double Rich Kem Duong Phuc Hoi Toc 250ml (Thung/20 Chai),1,2,2,0
Dove Keo Chocolate Milk 43g,1,2,2,0
Dove Keo Chocolate Milk Dark 43g,1,2,2,0
Dung cu hut mui (loại dây dài) Nam Phung,1,2,2,0
Duong Can Linh (H/40vien),0,2,2,0
Durex Play Tingle Gel 100ml,0,2,2,0
Durex RealFeel 3c,0,2,2,5
Ecocort,0,2,2,0
Enchanteur XKM Magic 150ml,1,2,2,
Enchantuer Dau Goi Magic Xanh 180ml,1,2,2,0
Enchantuer Dau Goi Romantic Hong 180ml,1,2,2,0
Energizer Pin AAA Max E92 BP4,1,2,2,0
Entecavir STADA 0.5 mg,0,2,8,22
Estraceptin (H28v),0,2,2,0
Eucerin Dau Goi D.Capillaire PH5 250ml 69653,0,2,2,3
Eucerin Dermo Purifyer Toner -63581- 200ml,0,2,2,2
Eucerin White cleansing Foam -63470-150ml,0,2,2,2
Eucerin White Therapy Body Lotion SPF7 63044 250ml,0,2,2,2
EUROXIL 250 (Goi),1,2,12,24
Fanta Cam 250ml (Thung/24 Lon),1,2,5,0
Finomas Kem Tan Mo Bung 50g,0,2,2,1
FontActiv DiaBest Huong Vani 400g,0,2,2,4
Fosamax Plus Tab 70mg,0,2,4,0
Garnier SRM Nam Sach Nhon Mat Lanh 100ml,0,2,2,0
Garnier SRM NamSach Sau Ngan Nhon 100ml,0,2,2,0
Giao Co Lam (100 vien) - Tue Linh,0,2,2,3
Gillette Sap Khu Mui Nam 107g,0,2,2,
Glimepiride Stada 4mg,0,2,2,0
Glucobay Tab 50mg,0,2,43,152
Glucovance 500mg/2.5mg Tab,0,2,45,15
Gum so 5 Cobalt,1,2,2,0
Gum so 5 Rain,1,2,2,
Hazeline SDTD CNTT Ngoc Trai (Chai/140ml),1,2,2,0
Histamed 30ml,0,2,2,
Hoa Thien kem duong trang da (Hop 15g),0,2,2,1
Hoang Thong Phong (Hop 60vien),0,2,120,0
Hoecandazole,0,2,2,0
Hovenia Nuoc Uong Gia Ruou 450ml (Thung/24 Chai),1,2,2,
Huggies Ta Dan Size L20,0,2,2,0
Huggies Ta Quan Trung M22,0,2,2,0
Huggies Ta Quan Trung XL18,0,2,2,0
Humer tuyp - đã đổi sang mã mới,1,2,2,0
Ich Than Vuong,0,2,5,3
Imdur Tab 30mg (2vi x15vien),1,2,60,0
Imdur Tab 60mg (2vi x15vien),0,2,30,0
Jalkton 400ml,0,2,2,2
Johnson baby ST Thom Mat Nang Dong 200ml,0,2,2,4
Johnson Baby Sua Tam Bedtime 200ml,0,2,2,3
Kaleorid Tab 600mg,0,2,14,16
Kellogg's Corn Flakes 25g,1,2,2,
Khang Duoc (C/20Vien),0,2,2,0
Kikat Bites Chocolate 40g,1,2,9,0
Kit Kat Pack 6+1 Tet 2017 119g (Thung/ 26 Hop),1,2,2,
Kiwi  Xi Danh Giay Dang Sap Mau Den 36g (Hop Tron),1,2,2,0
KM  Ba Lo Rut Ceelin,0,2,2,
KM Cay Treo Trang Suc,0,2,3,3
KM Eagle Dau Cu La 10g,0,2,4,
KM Hu Thuy Tinh Luminarc 750ml,0,2,2,
KM Jalkton 400ml balo bé,0,2,2,2
KM KDR P/S 123 30gr,0,2,2,7
KM Lifebuoy NRT 120gr,0,2,2,
KM Lux Bo Bong Tam & Khan,0,2,2,8
KM Ly Cao Cap SunSilk,0,2,3,
KM Pocari Tui Xach,0,2,2,7
KM Sach danh cho tre em,0,2,3,3
KM V-Rohto Moc Khoa,0,2,2,
Kokozo Nuoc Ep Vi Dua Luoi 320ml (Thung/ 48 Chai),0,2,2,15
Kotex Style Mem mai SM Canh 8M,1,2,3,0
LAN KM Nu Q10 Trang min san da 25ml,1,2,2,
Laurier Active Fit Phan Tu Bac 2 Tac Dong 18M,1,2,2,0
Libress BVS Hang Ngay Slim 16s 48Goi/Loc,0,2,2,7
Libresse BVS Slim Wings 16S 24Goi/Loc,0,2,3,2
LifeStyle BCS Fantasy 3s,0,2,2,10
LifeStyle BCS Sensitive 3s,0,2,2,4
Lipice Son Duong Moi Pomegranate (Luu) 4.3g,0,2,2,5
Lipitor Tab 10mg (3 Vi x 10 Vien),0,2,1,0
Lipitor Tab 20mg,0,2,1,
Loratadin (siro 60ml),1,2,2,0
Loreal  Son Ombre Tint Caresse B01 9g,1,2,2,3
Loreal  Son Ombre Tint Caresse B05 9g,1,2,2,1
Loreal  White Perfect Bo Doi SRM + Kem Dem 50ml,1,2,2,0
Loreal Son Color Riche Ly BangBang 4.2g,1,2,3,1
Loreal Son Color Riche P502 Hong Me Hoặc 3.7g,1,2,2,1
Lotte Anytime Keo Ngam Huong Chanh,1,2,2,0
LUX ST Sang min White Impress 530g,1,2,2,0
LUX ST Thom mat Fresh Splash 530g,1,2,2,0
Lycoskin - Tue Linh,0,2,2,1
MBL BB Stock Kem Trang Diem -Light 10g,0,2,2,17
MBL CS BB SILK WHITE TWC - 03 NATURAL,0,2,2,5
MBL CS PP R09 - NATURAL,1,2,2,8
MBL Phan Hut Dau Sang Min-Light 9g,0,2,2,6
MBL Phan Hut Dau Sang Min-Natural 9g,0,2,2,4
MBL Son Color Show Sum 314 Cam Ruc Ro 3.9g,1,2,2,4
MBL Son Lau Phai CS Matte-Cam Neon 3.9g,1,2,2,1
MBL Son Lem Li Velvet Mat 10 5ml,1,2,2,4
MBL Son Mau Color Show 108 Hong Neon 3.9g,1,2,2,2
MBL Son Mau Rebel 12 - Do Cam 3.9g,0,2,2,5
MegaActive,0,2,2,0
Mekocoramin (Hop/20 vien),0,2,20,0
Melatonin + B6 UBB (C/100Vien),0,2,200,0
"Micardis Plus Tab 40/12,5mg",0,2,60,0
Mobi tra sau 30 - Topup,0,2,0,
Mobifone tra truoc 200 - Topup,0,2,2,-2
Mycoster 1% Cream 30g,0,2,2,
Nattospes,0,2,60,0
Nhiet Mieng NHAT NHAT,0,2,40,20
NICHIBAN Bang Ca Nhan Khong Tham Nuoc 21x70mm (Hop/8 mieng),1,2,2,2
Nivea LKM Nam Kho Thoang 25ml,0,2,2,0
Nivea LKM Nam Mat Da 25ml,0,2,2,0
Nivea SDT Instant White 200ml,1,2,2,0
Nivea Serum Duong The T.Da Tuc Thi SPF50 180ml,1,2,2,2
Nivea SRM Nu Trang Tai Tao Da 100g,0,2,2,3
Nivea Sua Chong Nang Va Duong AmToan Than SPF50PA++ 50ml 857,0,2,2,7
NRT Trai cay 400ml (goi),1,2,2,
Nurofen Children 100mg/5ml Susp.Bt/60ml,0,2,2,1
Nutroplex 60ml,0,2,2,0
Okamoto Bao Cao Su Crown (Hop/10 cai),1,2,2,0
Okamoto Bao Cao Su Dot Hot (Hop/10 cai),1,2,2,4
Okamoto Bao Cao Su Roman (Hop/10 cai),1,2,2,2
Old Spice Sua Tam Red Zone Swaggers 473 ml,0,2,2,3
Oracortia 5g ( Tuyp),0,2,2,1
Panadol For Children 120Mg Tab. 96'S (8Vi x 12Vien),0,2,7,75
Pantoloc 40mg Tabs,0,2,21,21
Pataday,0,2,2,
Pecaldex (Hop 10ong),0,2,20,0
Perfecrt Purity Dau Goi Tre Em 2in1 KD20 354ml,0,2,2,0
Perfect Purity Dau Goi Tre Em Huong Dua Hau KD-07 355ml,0,2,2,6
Perfect Purity Dau Goi Tre Em Huong Dua KD-09 355ml,0,2,2,4
Perfect Purity SDT Linh Hoat KD23 600ml,1,2,2,4
Perfecti Alpenliebe 2 Chew Keo Mem Hon Hop (Goi/25 Vien),0,2,2,0
Pharmaton Matruelle (Chai/30vien),1,2,60,0
Pigeon NC Hut mui cao su,0,2,2,0
Pigeon Num Vu Cao Su (L) 2 Cai/Hop,0,2,4,0
Pigeon Num Vu Silicone Mem (L) 2 Cai/ Vi,0,2,2,0
PMS - Roxithromycin 150mg (2vi x10vien),1,2,20,
Pms-Bactamox 750mg (2 Vi x 7 Vien),0,2,25,31
Poly tears drop 10ml,0,2,3,
Pond's Gel Duong T.Da Dewy Rose CC 50g/12,1,2,2,4
Pond's Kem CLH Ngay 50g,1,2,2,1
Puff Corn Snack Caramel 45g,0,2,3,3
Pulppy Khan An (1 Thung/40 Goi),1,2,2,0
Purite By Provence DG Olive Body 250ml,1,2,2,
Purite By Provence SDT Hoa Hong 250ml,1,2,2,
"QM Elastic Bandage 6"" (4 moc)",1,2,2,0
Rejoice DG Sieu Muot (Day 10goi),1,2,2,0
Rejoice DX Sieu Muot (Day 10goi),1,2,2,
Rexona LKM Nam Ice Cool 40ml,1,2,2,4
Romano LKM Force Xanh Duong 20ml,1,2,2,0
Romano LKM Force Xanh Duong 50ml,0,2,2,0
Romano ST Classic Xanh La 380g,0,2,2,0
Romano ST Vip 180ml,0,2,2,0
Safeguard ST Hong Nha Dam 200mlx24,0,2,2,3
Safeguard ST Trang Tinh Khiet 200mlx24,0,2,2,3
Sagami Bao Cao Su Original SO 0.02 (Hop/2 Cai),1,2,2,
Sagami Bao Cao Su Xtreme Super Thin (Hop/2 Cai),1,2,2,0
Salostad gel,0,2,2,0
SB CGHL Nguyen Kem Dutch Lady 400g,1,2,2,0
SG Food  Thit Than Bam - Bi Do 270gr,1,2,2,
Simelox (Hop 10goi),0,2,10,0
Simvastatin Stada 20mg (H/30vien),0,2,40,0
Slide Khoai Tay Chien Sour Cream Hanh 160g,1,2,2,0
Son Huong - De Luoi Go Tiet Trung 100cai/Hop,0,2,200,0
Spacaps,0,2,60,0
Sprite 250ml (Thung/24 Lon),1,2,5,
Tanatril Tab 10mg,0,2,30,0
Te Nhuc Chan Tay Bao Nguyen,0,2,3,0
Temprosone Cream 30g,0,2,2,
Thong Xoang Tan Nam Duoc (Chai 15ml),0,2,2,0
Tictac Keo Ngam Freshmints,1,2,2,0
Tinidazol 500mg - DMC (H/4Vien),0,2,8,0
Tra Giai Doc Gan Tue Linh ( 5Goi),0,2,10,0
UBL Bo Dung Cu Lam Mong Tay 7Cai AG0034,1,2,2,0
UBL Giua Mong Tay Bang Kim Loai AG0026,1,2,2,
UBL Kinh Can 2.00 AE0004,1,2,2,0
UBL Tui Chuom Nong AG1324,1,2,2,0
Urgo Plastic Washproof Assorted 20's,0,2,2,4
Valian-X,1,2,7,0
Vedette Mat Na Sua Chua Giay Dau,1,2,3,
Vedette Mat Na Sua Chua Giay KiWi,1,2,2,0
Vfresh Nuoc Ep Cam 50% 1L(Thung/12Hop),1,2,2,0
Vichy Thermal Spa Water 300ml,0,2,2,1
Vien Vai Gay Thai Duong,0,2,2,0
Vietnamobile 50 - Payoo,0,2,2,
Vietnamobile tra truoc 20 - Topup,0,2,2,-2
Viettel 500 - Payoo,0,2,2,
VINA 50,0,2,0,0
Vinamilk Probi Sua Chua Uong Men Song It Duong 65ml (Loc/5 C,1,2,8,0
Vindermen Plus (Hop/3vi x 10vien),0,2,60,0
Vitamin B6 250mg (MKP+Vidiphar) (10vi x 10vien),0,2,210,0
Wesser Sua Tam Goi Xanh La 2in1 100ml,0,2,2,7
X Men  DG Fire Active Thom Manh Me 180g,0,2,2,2
X Men Lan KM Wood 50ml,0,2,2,0
X Men ST Fire 180g,0,2,2,2
X Men ST Fire 650g,0,2,2,0
X Men ST For Boss 180g,0,2,2,0
Xuan An Viet Dai Bot Ngu Coc An Kieng 600g (Thung/24 bich),0,2,2,2
Xuan An Viet Ngu Coc Ngu Coc Dinh Duong Uong Lien 180ml (Thu,1,2,2,0
ZA Gel Tay Trang Cleansermax 41514 100g,0,2,2,0
ZA Hop Nhua Dung Phan  40656,0,2,2,2
ZA Kem Duong Da True White Day Protector 41529 35g,1,2,2,2
ZA Mascara Killer Volume Curl BK999 40675 9g,0,2,2,3
ZA Nuoc Se Khit Lo Chan Long Total Hydration Fresh 40209 175,0,2,2,1
ZA Nuoc Tay Trang Mat Moi  40099 100ml,0,2,2,
ZA Nuoc Xit Duong Da Total Hydration Energy Mist 40217 80ml,0,2,2,1
ZA Phan Nen Dang Nen Airy Flawless OC0W 40647 8g,0,2,2,2
ZA Son Moi Dang Thoi Vibrant Moist PK404 40702 3.5g,0,2,2,2
ZA Son Moi Dang Thoi Vibrant Moist RD407 40705 3.5g,0,2,2,0
ZA SRM Tao Bot Perfect Solution  40361 100g,0,2,2,1
Zokolazen Siro 10000 Vi dao (Hop/6 chai 50ml),0,2,12,8
Zoloft Tab 50mg (H/30Vien),0,2,40,0
Zyrtec Sol 1mg/ml (Siro),0,2,2,0
 KM Loreal Kem White Perfect 8ml,0,1,4,16
3M Cay lan bui - Mau hong,1,1,1,
3M Futuro Ho Tro Co Dinh Dau Goi The Thao,1,1,1,1
3M Futuro Ho Tro Dau Goi Size L,1,1,1,
3M Futuro Ho Tro Dau Goi Size S,1,1,1,1
3M Futuro Ho Tro Mat Ca Chan M,1,1,1,4
3M Futuro Ho Tro Mat Ca Chan Size S,1,1,1,1
Abbott Grow G-Powder Vanilla 900g,1,1,1,
Abbott Similac Newborn IQ 400g,1,1,1,
Abone Muoi Tam Spa Yogurt 350gr,0,1,1,4
Afrin Puresea Nasal Hygiene DD Xit Chong Nghet Mui75ml,1,1,1,
Agi Num Vu Co Hep Size L,0,1,1,0
Agi Num Vu Co Hep Size M,0,1,1,0
Albefar 400mg (Hộp/ 1 viên),0,1,1,0
Albothyl 90Mg B/6 Supp,1,1,6,0
Ameflu Da Trieu Chung Siro,0,1,1,4
Amilavil 10mg,0,1,60,
Ampha E-400 Caps,0,1,90,
Angela,1,1,1,0
Aquafresh BCDR Big Teeth 6T+,1,1,1,
Aspilets EC (10Vi x 10Vien),0,1,100,
Bach Xa,1,1,1,2
Banana Boat Kem Chong Nang The Thao SPF110 30ml,1,1,1,0
Baraclude Cap. 0.5mg,1,1,30,
Beejuvit + Calci D (4Vi x 5Ong),1,1,20,0
Beeline 20 - Payoo,0,1,1,1
Bioderma Atoderm Baume Levres Sap Duong Moi 15ml,1,1,1,6
Bioderma Cicabio Creme Kem Lam Lanh Va Phuc Hoi Da 40 ml,1,1,1,3
Bioderma Photoderm Mineral SPF50+ Xit Chong Nang 100gr,1,1,1,4
Bioderma PhotodermMax Spray SPF50+ Dang Xit Chong Nang 200ml,1,1,1,
Biore SRM Hat Thuc Vat Cho Da Xin Mau 50g,0,1,1,13
Biore SRM Than Hoat Tinh cho da nhon 50g,0,1,1,5
Biore ST 3 Tac Dong Khang Khuan 220gr,0,1,1,5
Bo Than Am NHAT NHAT,1,1,20,0
Bobby Fresh Ta Dan Sieu Mong S30,0,1,1,0
Bobby Fresh Ta Dan Sieu Tham M28,0,1,1,0
Bobby Fresh Ta Quan M22,0,1,1,0
Broncho - Vaxom Children (Hop/10Vien),0,1,10,0
C&C SRM Tao Giup Da Am Min 100ml,0,1,1,4
Calsome Ngu Coc Dinh Duong Khong Huong 500g (Bich/20 Goi),1,1,1,0
Ceclor 125mg/30ml,0,1,1,0
Ceclor 125mg/60ml,0,1,1,0
Ceclor 375 (H/10Vien),0,1,2,0
Cenditan (H/50Vien),1,1,50,100
Cetaphil Baby Dau Goi  Dang Sua 230ml,0,1,1,1
Cetaphil Baby Sua Duong The Toan Than Dang Sua 400ml,0,1,1,1
Cetaphil Baby Sua Tam Duong Am Dang Sua 230ml,0,1,1,1
Cetaphil Derma Oil Control Foam Wash 236ml,0,1,1,5
Chizking Snack Cheese 38g,0,1,1,4
Cicatrex 10g,0,1,1,1
Codatux Daily Syrup 5ml ( Hop/30 goi),0,1,30,0
Co-Diovan 160mg/ 25mg (2Vi x 14Vien),0,1,56,0
Coke Light 250ml (Thung/24 Lon),1,1,12,0
Colgate BCDR Slimsoft Long Chai Sieu Mem Manh,1,1,1,0
CONS Adflex Aqua Band (12M),0,1,1,14
CONS Alltimes Care Kangaroo Essence 6.000mg (Hop/100Vien),0,1,1,3
CONS Arau Baby Sua Rua Mat 120g,0,1,1,2
CONS Bidanmi Mat Na Duong Da Aloe Essential 25g,0,1,1,29
CONS Celer Xforte (Hop/30 vien),0,1,1,1
CONS Cushion Gel Dem Ma Ban Chan (Hop/2M),0,1,1,7
CONS Cushion Gel Dem Ngon Chan Size S (Hop/2M),0,1,2,4
CONS Ebisu BCDR Premium Care M,0,1,1,5
CONS Finest Yen Nhung Sam Khong Duong 100ml,0,1,2,5
CONS Ginkgo Biloba 60mg - Nature's Bounty,0,1,1,1
CONS Glucosamine Chondroitin & MSM 60v - Pharmekal,0,1,1,1
CONS H-Care BVS Ngay Va Dem - 28cm Cool Tech 280,0,1,3,4
CONS Honeyland Mat Ong Hoa Rung 110g,0,1,1,2
CONS Hutgaesoo Nuoc Nho 500ml (Thung / 20 Chai),0,1,1,17
CONS KM Ao Mua Liverite,0,1,1,
CONS Microlife May Do Huyet Ap BP 3NZ1-1P,0,1,1,1
CONS Microlife May Xong Mui Hong Khi Dung Atomizer,0,1,1,2
"CONS Natural Lady BVS Sieu Mong Ban Dem  32,5cm",0,1,1,5
CONS Natural Lady BVS Sieu Mong Ban Ngay 24cm,0,1,1,5
CONS Omega 3 1000mg (Multrium),1,1,1,0
CONS Omron HEM - 7120 (May do huyet ap),0,1,1,1
CONS Pack KM Accu Performa mg Pen,1,1,1,0
CONS Pororo Bang Keo Acrinol Khong Tham Nuoc 2.2 x 2.2cm (Ho,0,1,1,19
CONS Pure Cordyceps 1000mg - Pharmekal,0,1,1,0
CONS Puresmile Duong Moi Ban Dem Choosy Bergamot 10ml,0,1,1,11
CONS Puresmile Mat Na Duong Moi Choosy CX Tu Ngoc Trai Den,0,1,1,19
CONS Puresmile Mat Na Duong Moi Nghe Thuat Choosy Message 4m,0,1,1,19
CONS Puresmile Mat Na Duong Moi Nghe Thuat Choosy Present Ki,0,1,1,19
CONS Puresmile Mat Na Rua Sach Yogrip CX Hoa Hong& Mat Ong 5,0,1,1,10
CONS Puresmile Mieng Duong Da Tung Vung Chiet Xuat Tu Kiwi 1,0,1,3,17
CONS Puresmile Tay Te Bao Chet Topaz 100ml,0,1,1,5
CONS Rebirth Kem Nhau Cuu Duong Trang Va Giam Nep Nhan RB02,0,1,1,1
CONS Sebamed Gel Tri Mun Khang Khuan Va Lam Diu Nhe (SCF04),0,1,1,2
CONS Sebamed Sua Tam Tao Bot Diu Nhe Cho Be PH5.5 (SBB01B) 2,0,1,1,0
CONS SHINETREE Kem Chong Nang UV Protection Suncream 8ml,0,1,2,18
CONS SHINETREE Mat Na Den 3 Buoc CX Tu Nuoc Lam Sang Da 25ml,0,1,1,9
"CONS SINOMARIN Nuoc Bien Uu Truong 2,3% 100ml",1,1,1,
"CONS SINOMARIN Nuoc Bien Uu Truong 2,3% Cold & Flu",1,1,1,
"CONS SNOMARIN Nuoc Bien Uu Truong 2,3% 30ml - đã đổi sang mã",1,1,1,0
CONS Standhome DDVS phu nu 200ml (6chai),0,1,1,
CONS Standhome KDD phuc hoi sau khi ra nang 150ml (12tuyp),0,1,1,0
CONS Standhome LKM khong con 50ml (12chai),0,1,1,0
CONS Standhome ST khong xa phong tri viem nang long 250ml (6,0,1,1,0
CONS Suansu SRM tinh dau nu tam xuan 120ml,0,1,1,5
CONS Toshiba Den Pin Led - 3 Vien Pin KFL-G BP-1 6 cây/hộp,0,1,1,5
CONS Toshiba Pin Dai cam  R20KG SP 2TGTE V 2 vien/vi,0,1,1,4
CONS Toshiba Pin Vuong Cam 9V 6F22KGG SP-1UJ V 1 vien/vi,0,1,2,8
CONS V for Men (Multrium),1,1,1,0
CONS Vitamin E-400IU - Nature's Bounty,0,1,1,0
Cordarone 200mg Tab (3 Vi x 10 Vien),1,1,30,
Cozaar XQ Tab 5mg/100mg (3Vi x 10Vien),0,1,30,
Crestor Tab 20mg,0,1,28,0
Crown Banh Xop Lonx 132g ( Thung/ 12 Hop),0,1,1,3
Curaprox CS 5460 Ortho,1,1,1,
Dabo Speed Nuoc Hoa Hong Trang Da Whitening 150ml,0,1,1,4
Dao Hong Don Venus (60 vien),1,1,1,0
Daygra 50mg (H10goi),0,1,10,0
Depakine 200mg (viên),0,1,10,0
Dettol 50ml,0,1,1,8
Dial ST Kids Water Melon 355ml*6 chai/thung,0,1,1,5
Didicera,1,1,1,0
Diovan Tab 160mg (2 Vi x 14 Vien),0,1,3,0
Dogarlic 100vien - DMC,1,1,1,0
Double Rich Gel Mem 250ml - Cho Toc Thang (Thung/20 Chai),1,1,1,0
Dove Bo ST Duong Chat Tham Sau 530g/12 Bo,0,1,1,
Dove XB Rua Tay Mem Min Nhu Lua 250ml,0,1,1,2
Dozidine 20mg DMC (Hop/60 Vien),1,1,60,0
Durex Play Pina Colada 50ml (Gel),1,1,1,0
Dynamite Keo chew fruity 125g*36 goi/thung,1,1,1,
E MOS Khan Giay Premium Hoa Qua Hop 180t,1,1,1,0
Enchanteur Hop Qua 1 Charming (Dau Goi 100G+Sua Tam 100G),0,1,1,
Enchantuer LKM Magic Xanh 50ml,1,1,1,0
Enchantuer LKM Trang Romantic Hong 20ml,1,1,1,1
Erythromycin 250 mg - Vidipha (10Vi x 10Vien),1,1,10,90
Esprezzo Keo ca phe nhan vani 150g,1,1,1,0
Eucerin DemoPurifyer Day Mat Whitening SPF30  50ml- 87956,0,1,1,1
Eucerin Dermato Clean Micellar Cleansing Fluid 3in 125ml- 69,0,1,1,2
Eucerin Dermo Purifyer Scrub-63636- 100ml,0,1,1,2
Eucerin KCN Danh Cho Da Mun 69767-50ml,0,1,1,2
Eucerin kem Ngan Ngua Lao Hoa Vung Mat 63536 15ml,0,1,1,3
Eucerin Nuoc Hoa Hong Cho Da Nhay Cam Sang  63995 200ml,0,1,1,1
Eucerin White Therapy Kem Duong Sang Da Ngay SPF30 63046 50m,0,1,1,3
Eucerin White Therapy Tinh Chat Sang Da 69643 5x6ml,0,1,1,2
Eucerin Xit Khoang Aquaporin 50ml- 87967,0,1,1,2
Evian Face and Body Spray Baby 150ml,0,1,1,4
Evian Facial Spray 300ml,0,1,1,1
Evian Facial Spray 50ml - đã đổi sang mã mới,1,1,1,0
Evian Nuoc Khoang 750ml (Thung/24 chai),1,1,1,0
Exforge 10/160mg,0,1,28,0
Extra Pro Gum Lemon Ice 56g (Hu/40 Vien),1,1,1,0
Eyelight Children (3vi x10vien),1,1,30,0
Ferlin Syr 60ml,0,1,1,0
Finomas Kem Tan Mo Bung 100g,0,1,1,1
Flutonin 20mg (H/30v),0,1,10,20
Foban 5g,0,1,1,0
FontActiv Complete Huong Vani 400g,0,1,1,4
Frisolac Gold 1 900g,1,1,1,
Frisolac Gold 1 900g Sunrise,1,1,1,
Frisolac Gold 2 900gr Sunrise,1,1,1,
Garlic Oil UBB,0,1,1,1
Genestron 0.75mg,1,1,2,0
Gillette Dao cao Blue III goi 2sx12(04.13),0,1,1,0
Gillette Dao Cao GL Blue3 Mat Lanh Goi2x12 (10.12),0,1,1,0
Gillette Dao Cao GL Blue3 Mat Lanh Goi4x6 (10.12),0,1,1,0
Gillette Mach 3 Turbo,0,1,1,0
Glonazol cream 10g,1,1,1,0
Glotadol 1000 (10Vi x 10 Vien),1,1,30,0
Glucofine 500mg - DMC,1,1,50,0
Glucovance 500mg/5mgTab,0,1,15,0
GLYDERM STRETCH MARK CREAM 60ML,0,1,1,0
Gmobile 20 - Payoo,0,1,1,-1
Gmobile 50 - Payoo,0,1,1,-1
Gum HD Full Fresh,1,1,1,0
Gynofar 90ml,0,1,2,0
Hasangastryl (H/40Vien),1,1,20,20
Hazeline Gel Duong The Tao Nhat Ban 180ml,1,1,1,
Hazeline Gel Duong The Tao Nhat Ban 70ml,1,1,1,
Hazeline SDTD CNTT Gao (Chai/230ml),1,1,1,
Huggies Khan Uot Em Be Gold 64 Mieng,0,1,2,1
